Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,Who did Haman seek to destroy? (be specific),all the Jews who were throughtout the whole kingdom of Ahasuerus,1,Esther,3,6,Esther,3,6
bible-qna,Who were the people of Mordecai?,all the Jews throughout the whole kingdom of Ahasuerus,1,Esther,3,6,Esther,3,6
bible-qna,Which Jews did Haman seek to destroy?,all the Jews who were throughout the shole kingdom of Ahasuerus,1,Esther,3,6,Esther,3,6
bible-qna,What did Haman seek to do to all the Jews who were throughout the whole kingdom of Ahasuerus?,destroy,1,Esther,3,6,Esther,3,6
bible-qna,What did he disdain to do to Mordecai?,ï¿½to lay handsï¿½ (on him),1,Esther,3,6,Esther,3,6
bible-qna,When did they cast Pur before Haman?,in the first month of the 12th year of King Ahasuerus,1,Esther,3,7,Esther,3,7
bible-qna,Which is the month of Nisan?,the first month,1,Esther,3,7,Esther,3,7
bible-qna,What is the name of the first month?,Nisan,1,Esther,3,7,Esther,3,7
bible-qna,"What does ""Pur"" mean?",the lot,1,Esther,3,7,Esther,3,7
bible-qna,"What is the word for ""the lot""?",Pur,1,Esther,3,7,Esther,3,7
bible-qna,Why did they cast Pur before Haman?,to determine the day and the month,1,Esther,3,7,Esther,3,7
bible-qna,What was done to determine the day and the month?,they cast Pur (before Haman),1,Esther,3,7,Esther,3,7
bible-qna,What did Pur (the lot) fall on?,the 12th month (month of Adar),1,Esther,3,7,Esther,3,7
bible-qna,What is the name of the 12th month?,Adar,1,Esther,3,7,Esther,3,7
bible-qna,Which month is the month of Adar?,12th,1,Esther,3,7,Esther,3,7
bible-qna,Which is the first month?,Nisan,1,Esther,3,7,Esther,3,7
bible-qna,Which is the month of Nisan?,first,1,Esther,3,7,Esther,3,7
bible-qna,Which is the twelfth month?,Adar,1,Esther,3,7,Esther,3,7
bible-qna,Which is the month of Adar?,twelfth,1,Esther,3,7,Esther,3,7
bible-qna,What did they cast?,Pur,1,Esther,3,7,Esther,3,7
bible-qna,"What did Haman say that a certain people had ""different"" from all other peoples'?",their laws,1,Esther,3,8,Esther,3,8
bible-qna,What was unique about the laws of a certain people scattered and dispersed among the people in all the provinces of King Ahasuerus' kingdom?,they were different from all other people's,1,Esther,3,8,Esther,3,8
bible-qna,Why was it not fitting for the king to let a certain people remain?,because they do not keep the king's laws,1,Esther,3,8,Esther,3,8
bible-qna,What was it not fitting to allow to happen?,let them remain,1,Esther,3,8,Esther,3,8
bible-qna,What are their laws?,different from all other people's,1,Esther,3,8,Esther,3,8
bible-qna,What do they not keep?,the king's laws,1,Esther,3,8,Esther,3,8
bible-qna,What should happen if it pleases the king?,let a decree be written that they be destroyed,1,Esther,3,9,Esther,3,9
bible-qna,What should a decree be written about?,that they may be destroyed,1,Esther,3,9,Esther,3,9
bible-qna,What would Haman do if a decree was written for a certain people to be destroyed?,"he would pay 10,000 talents of silver into the hands of those who do the work",1,Esther,3,9,Esther,3,9
bible-qna,What would be paid to those who do the work?,"10,000 talents of silver",1,Esther,3,9,Esther,3,9
bible-qna,"Where would the 10,000 talents of silver be brought?",into the king's treasuries,1,Esther,3,9,Esther,3,9
bible-qna,What would be brought into the king's treasuries?,"10,000 talents of silver",1,Esther,3,9,Esther,3,9
bible-qna,How much would Haman pay into the hands of those who do the work?,Ten thousand talents of silver,1,Esther,3,9,Esther,3,9
bible-qna,What will I pay?,"10,000 talents of silver",1,Esther,3,9,Esther,3,9
bible-qna,What did the king give to Haman?,his signet ring,1,Esther,3,10,Esther,3,10
bible-qna,Where did the king take his signet ring from?,his hand,1,Esther,3,10,Esther,3,10
bible-qna,Who was the enemy of the Jews? (be specific),"Haman, the son of Hammedatha the Agagite",1,Esther,3,10,Esther,3,10
bible-qna,What was Haman supposed to do with the money and the people?,do with them as seems good to you,1,Esther,3,11,Esther,3,11
bible-qna,When were the king's scribes called?,the 13th day of the first month,1,Esther,3,12,Esther,3,12
bible-qna,Who was called on the thirteenth day of the first month?,the king's scribes,1,Esther,3,12,Esther,3,12
bible-qna,What was written?,a dcree,1,Esther,3,12,Esther,3,12
bible-qna,How was the decree written?,according to all that Haman commanded,1,Esther,3,12,Esther,3,12
bible-qna,In whose name was the decree written?,King Ahasuerus,1,Esther,3,12,Esther,3,12
bible-qna,What was the decree sealed with?,the king's signet ring,1,Esther,3,12,Esther,3,12
bible-qna,What was the king's signet ring used for?,to seal the decree,1,Esther,3,12,Esther,3,12
bible-qna,In whose name was it written?,King Ahasuerus,1,Esther,3,12,Esther,3,12
bible-qna,How were the letters sent?,by couriers,1,Esther,3,13,Esther,3,13
bible-qna,What was sent by couriers?,the letters,1,Esther,3,13,Esther,3,13
bible-qna,What was the one day on which people were authorized to annihilate all the Jews and plunder their possessions?,the 13th day of the 12th month,1,Esther,3,13,Esther,3,13
bible-qna,What was to be issued as law in every province?,a copy of the document,1,Esther,3,14,Esther,3,14
bible-qna,Who was the document to be published for?,all people,1,Esther,3,14,Esther,3,14
bible-qna,What was to be published for all people?,a copy of the document,1,Esther,3,14,Esther,3,14
bible-qna,"Why was a copy of the document to be issued as law in every province, being published for all people?",that they should be ready for that day,1,Esther,3,14,Esther,3,14
bible-qna,What hastened the couriers?,the king's command,1,Esther,3,15,Esther,3,15
bible-qna,Who went out hastened by the king's command?,the couriers,1,Esther,3,15,Esther,3,15
bible-qna,Where was the decree proclaimed?,in Shushan the citadel,1,Esther,3,15,Esther,3,15
bible-qna,What did the king and Haman do when the decree was proclaimed in Shushan?,sat down to drink,1,Esther,3,15,Esther,3,15
bible-qna,What was the city of Shushan like while the king and Haman were drinking?,perplexed,1,Esther,3,15,Esther,3,15
bible-qna,Who was perplexed?,the city of Shushan,1,Esther,3,15,Esther,3,15
bible-qna,What were the king and Haman doing while the city of Shushan was perplexed?,sitting down to drink,1,Esther,3,15,Esther,3,15
bible-qna,What did the king and Haman sit down to do?,drink,1,Esther,3,15,Esther,3,15
bible-qna,What was the city of Shushan?,perplexed,1,Esther,3,15,Esther,3,15
bible-qna,When did Mordecai tear his clothes and put on sackcloth and ashes?,when he learned all that had happened,1,Esther,4,1,Esther,4,1
bible-qna,Why couldn't Mordecai enter the king's gate?,because he was clothed with sackcloth,1,Esther,4,2,Esther,4,2
bible-qna,Where was there great mourning among the Jews?,in every province where the king's command and decree arrived,1,Esther,4,3,Esther,4,3
bible-qna,What did the king's servants want to see if it would stand?,Mordecai's words,1,Esther,4,3,Esther,4,4
bible-qna,What did Esther send to Mordecai?,garments,1,Esther,4,4,Esther,4,4
bible-qna,What did Mordecai do with the garments that Esther sent to him?,he would not accept them,1,Esther,4,4,Esther,4,4
bible-qna,Who did Esther command concerning Mordecai to learn what and why this was (that he wouldn't accept the garments she had sent to him)?,Hathach,1,Esther,4,4,Esther,4,5
bible-qna,What was the queen feeling?,Deeply distressed,1,Esther,4,4,Esther,4,4
bible-qna,Who was deeply distressed?,the queen,1,Esther,4,4,Esther,4,4
bible-qna,Who had appointed Hathach to attend Esther?,the king,1,Esther,4,5,Esther,4,5
bible-qna,Who did Esther call?,Hathach,1,Esther,4,5,Esther,4,5
bible-qna,Who went out to Mordecai in the city square?,Hathach,1,Esther,4,6,Esther,4,6
bible-qna,Where was the city square?,in front of the king's gate,1,Esther,4,6,Esther,4,6
bible-qna,What was in front of the king's gate?,the city square,1,Esther,4,6,Esther,4,6
bible-qna,What did Mordecai give to Hathach for him to show to Esther?,a copy of the written decree (for their destruction which was given at Shushan),1,Esther,4,7,Esther,4,8
bible-qna,Where was Haman going to put the sum of money that he had promised to pay to destroy the Jews?,into the king's treasuries,1,Esther,4,7,Esther,4,7
bible-qna,What was going to be put into the king's treasuries?,the sum of money that Haman had promised to pay to destroy the Jews,1,Esther,4,7,Esther,4,7
bible-qna,"In addition to showing Esther the decree, what else was Hathach supposed to do about it?",explain it to her,1,Esther,4,7,Esther,4,8
bible-qna,What did he also give him?,a copy of the written decree,1,Esther,4,8,Esther,4,8
bible-qna,What did Hathach do when he returned?,told Esther the words of Mordecai,1,Esther,4,9,Esther,4,9
bible-qna,who returned and told Esther the words of Mordecai?,Hathach,1,Esther,4,9,Esther,4,9
bible-qna,What did Hathach tell Esther?,the words of Mordecai,1,Esther,4,9,Esther,4,9
bible-qna,What did Esther give Hathach?,a command for Mordecai,1,Esther,4,10,Esther,4,10
bible-qna,Who gave Hathach a command for Mordecai?,Esther,1,Esther,4,10,Esther,4,10
bible-qna,To whom was a command given for Mordecai?,Hathach,1,Esther,4,10,Esther,4,10
bible-qna,To whom did Esther speak?,Hathach,1,Esther,4,10,Esther,4,10
bible-qna,What is the one law and one exception for anyone who goes into the inner court to the king who has not been called?,put all to death except the one to whom the king holds out the golden scepter,1,Esther,4,11,Esther,4,11
bible-qna,What would happen for someone if the king holds out the golden scepter?,he may live,1,Esther,4,11,Esther,4,11
bible-qna,How long had Esther not gone before the king?,30 days,1,Esther,4,11,Esther,4,11
bible-qna,What did they tell Mordecai?,Esther's words,1,Esther,4,12,Esther,4,12
bible-qna,Who did they tell Esther's words to?,Mordecai,1,Esther,4,12,Esther,4,12
bible-qna,What did they tell Mordecai?,Esther's words,1,Esther,4,12,Esther,4,12
bible-qna,Where should Esther not think that she would escape more than all the other Jews?,in her heart,1,Esther,4,13,Esther,4,13
bible-qna,Where would relief and deliverance arise from if Esther was to remain completely silent at this time?,another place,1,Esther,4,13,Esther,4,14
bible-qna,Who might have come to the kingdom for such a time as this?,Esther,1,Esther,4,13,Esther,4,14
bible-qna,"Where did Mordecai tell Esther not to think 
that she could escape in the kingï¿½s palace?",in your heart,1,Esther,4,13,Esther,4,13
bible-qna,What might Esther have come to the kingdom for?,such a time as this,1,Esther,4,14,Esther,4,14
bible-qna,"When Esther requested a 3 day fast, what activities were people not to do?",neither eat nor drink,1,Esther,4,15,Esther,4,16
bible-qna,For how long did Esther request that all the Jews in Shushan should fast?,3 days,1,Esther,4,15,Esther,4,16
bible-qna,Who did Esther request that Mordecai would gather and participate in a fast?,all the Jews who are present in Shushan,1,Esther,4,15,Esther,4,16
bible-qna,What would Esther and her maids do?,fast likewise,1,Esther,4,15,Esther,4,16
bible-qna,What did Esther say that she would do that was against the law?,go to the king,1,Esther,4,15,Esther,4,16
bible-qna,"What did Esther say that if she did it, she would do it?","if I perish, I perish?",1,Esther,4,15,Esther,4,16
bible-qna,Who told them to reply to Mordecai?,Esther,1,Esther,4,15,Esther,4,15
bible-qna,Esther told them to do what to Mordecai?,reply,1,Esther,4,15,Esther,4,15
bible-qna,What did Mordecai do when he went his way?,according to all that Esther commanded him,1,Esther,4,17,Esther,4,17
bible-qna,Who did according to all that Esther commanded him?,Mordecai,1,Esther,4,17,Esther,4,17
bible-qna,Where did Mordecai go to do all that Esther commanded him to do?,Mordecai went his way,1,Esther,4,17,Esther,4,17
bible-qna,On which day did Esther put on her royal robes?,the third day,1,Esther,5,1,Esther,5,1
bible-qna,Where was the inner court of the king's palace located?,across from the king's house,1,Esther,5,1,Esther,5,1
bible-qna,What did the king do?,the king sat on his royal throne in the royal house,1,Esther,5,1,Esther,5,1
bible-qna,Who did the king see standing in the court?,Esther,1,Esther,5,2,Esther,5,2
bible-qna,Who found favor in the king's sight?,Esther,1,Esther,5,2,Esther,5,2
bible-qna,Who was standing in the court?,Esther,1,Esther,5,2,Esther,5,2
bible-qna,What was in the king's hand?,the golden scepter,1,Esther,5,2,Esther,5,2
bible-qna,What did the king hold out to Esther?,the golden scepter,1,Esther,5,2,Esther,5,2
bible-qna,What did Esther touch?,the top of the scepter,1,Esther,5,2,Esther,5,2
bible-qna,What did the king offer to Queen Esther?,up to half the kingdom,1,Esther,5,3,Esther,5,3
bible-qna,What did the king say would be given to Queen Esther?,her request,1,Esther,5,3,Esther,5,3
bible-qna,When was the banquet to be held that Esther invited the king and Haman to?,today,1,Esther,5,4,Esther,5,4
bible-qna,Who had prepared the banquet?,Esther,1,Esther,5,4,Esther,5,4
bible-qna,What did the king say should be done quickly?,bring Haman,1,Esther,5,5,Esther,5,5
bible-qna,Why should Haman be brought quickly?,that he may do as Esther has said,1,Esther,5,5,Esther,5,5
bible-qna,What kind of banquet was it?,banquet of wine,1,Esther,5,6,Esther,5,6
bible-qna,What did the king say to Esther at the banquet?,"""What is your petition? It shall be granted you. What is your request, up to half the kingdom? It shall be done!""",1,Esther,5,6,Esther,5,6
bible-qna,"(T/F)
At the banquet of wine the king said to Esther, ï¿½What is your request?  It shall be granted you.  What is your petition, up to half the kingdom?  It shall be done!ï¿½",False (petition and request reversed),1,Esther,5,6,Esther,5,6
bible-qna,What was Esther's petition and request?,"let the king and Haman come to the banquet which I will prepare for them,",1,Esther,5,7,Esther,5,8
bible-qna,what did Esther answered and said?,My petition and request is this,1,Esther,5,7,Esther,5,7
bible-qna,When would Esther do as the king has said?,tomorrow,1,Esther,5,8,Esther,5,8
bible-qna,What was Haman filled with?,indignation against Mordecai,1,Esther,5,9,Esther,5,9
bible-qna,Where was Mordecai?,in the king's gate,1,Esther,5,9,Esther,5,9
bible-qna,Who was in the king's gate?,Mordecai,1,Esther,5,9,Esther,5,9
bible-qna,Who restrained himself?,Haman,1,Esther,5,10,Esther,5,10
bible-qna,Who did Haman restrain?,himself,1,Esther,5,10,Esther,5,10
bible-qna,Where did Haman go?,home,1,Esther,5,10,Esther,5,10
bible-qna,Who went home?,Haman,1,Esther,5,10,Esther,5,10
bible-qna,Why did all his successes avail nothing to Haman?,because  he still saw Mordecai the Jew sitting at the king's gate,1,Esther,5,11,Esther,5,13
bible-qna,Who did Esther invite to come in with the king to the banquet that she prepared?,no one but me (Haman),1,Esther,5,12,Esther,5,12
