book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
1 Kings,16,25,25,"how is Omri, king of Israel, described during his reign?",(1) Did evil in the eyes of the Lord (2) did worse than all who were before him,2,Ki Song,3,True,False,False,False,False,False
1 Kings,16,7,7,what came by the prophet Jehu against Baasha and his house?,The word of the Lord,1,Ki Song,3,False,False,False,False,False,False
1 Kings,7,19,19,"for the Temple, what shape were the capitals on top of the pillars in the hall?",In the shape of lilies,1,Ki Song,3,False,False,False,False,False,False
1 Kings,12,28,29,where did the king  set up gold cna erts,Bethel and Dan,1,Ki Song,3,False,False,False,False,False,False
Ruth,4,3,3,Boaz told the close relative that Naomi came back from Moab and sold something that belonged to Elimelech. What did she sell?,'The piece of land,1,Ki Song,3,False,False,False,False,False,False
1 Kings,6,32,32,what three things were carved on the olive wood doors?,(1) Cherubim (2) palm trees (3) and open flowers,3,Ki Song,3,True,False,False,False,False,False
Ruth,4,11,11,the people at the gate and the elders asked that œThe Lord make the woman who is coming to your house' like which two persons?,Rachel and Leah,1,Ki Song,3,False,False,False,False,False,False
1 Kings,20,14,14,Ahab was told the Syrian multitude would be delivered into his hands by whom? Be sj Oe baer,The young leaders of the provinces,1,Ki Song,3,False,False,False,False,False,False
1 Kings,8,29,29,"in his prayer of dedication, how often did Solomon pray that God's eyes may be open toward the temple?",Night and day,1,Ki Song,3,False,False,False,False,False,False
1 Kings,1,11,11,who told Bathsheba about Adonijah becoming the king?,Nathan,1,Ki Song,3,False,False,False,False,False,False
1 Kings,17,16,16,"at the home of the widow of Zarephath, according to the word of the Lord to Elijah, what took place regarding the flour and oil?",(1) Bin of flour was not used up (2) Jar of oil did not run dry,2,Ki Song,3,True,False,False,False,False,False
1 Kings,4,4,4,"when Solomon became king, whom did he put over the army?",Benaiah,1,Ki Song,3,False,False,False,False,False,False
1 Kings,15,18,18,"Asa took all the silver and gold left in what two treasuries and sent them to Ben-Hadad, king of Syria?",'Treasury of the house of the Lord and of the king's house,1,Ki Song,3,False,False,False,False,False,False
1 Kings,3,1,1,where did Solomon bring the Pharoah's daughter after their marriage?,To the City of David,1,Ki Song,3,False,False,False,False,False,False
Ruth,1,3,3,"Naomi's husband died, leaving Naomi and her two sons. What was her husband's name?",Elimelech,1,Ki Song,3,False,False,False,False,False,False
1 Kings,19,20,20,who did Elisha request Elijah allow him to kiss before following Elijah?,His father and mother,1,Ki Song,3,False,False,False,False,False,False
1 Kings,2,13,13,how did Adonijah say he came to Bathsheba?,Peaceably,1,Ki Song,3,False,False,False,False,False,False
1 Kings,4,32,32,how many proverbs and songs did Solomon speak?,(1) 3 (2) 000 proverbs & 1 (3) 005 songs,3,Ki Song,3,True,False,False,False,False,False
1 Kings,7,10,10,"the foundation of Solomon's house was made of large stones. Besides their size, how are these stones described?",Costly stones,1,Ki Song,3,False,False,False,False,False,False
1 Kings,9,16,16,"who took Gezer, burned it with fire, and killed the Canaanites who lived there?","Pharaoh, king of Egypt",1,Ki Song,3,False,False,False,False,False,False
1 Kings,11,7,7,where did Solomon build a high place for Chemosh?,On the hill east of Jerusalem,1,Ki Song,3,False,False,False,False,False,False
1 Kings,17,1,1,"what did Elijah tell Ahab would not happen for these years, except at the Lord's word?",No dew or rain,1,Ki Song,3,False,False,False,False,False,False
1 Kings,3,24,24,"after listening to the two mothers arguing about the baby, what did Solomon ask for?",ord,1,Ki Song,3,False,False,False,False,False,False
1 Kings,8,47,47,"when God's people have been taken captive because of sin, what should they do when they œcome to themselves?",Repent and make supplication to God,1,Ki Song,3,False,False,False,False,False,False
1 Kings,1,53,53,"when King Solomon had Adoniyah brought down from the altar, what did Solomon tell Adonijah to do when he fell down before Solomon?",Go to your house,1,Ki Song,3,False,False,False,False,False,False
1 Kings,18,4,4,"when Jezebel was killing the prophets of the Lord, Obadiah hid 100 of those prophets. What did he feed them?",Bread and water,1,Ki Song,3,False,False,False,False,False,False
1 Kings,10,11,11,what did the ships of Hiram bring from Ophir?,(1) Gold (2) almug wood (3) and precious stones,3,Ki Song,3,True,False,False,False,False,False
1 Kings,14,17,17,Jeroboam's wife departed from meeting with the prophet Ahijah and came to Tirzah. At what point did the child of Jeroboam and his wife die?,When she came to the threshold of the house,1,Ki Song,3,False,False,False,False,False,False
1 Kings,13,3,3,the man of God was speaking to Jeroboam. What did he say would happen to the altar and the ashes on it?,(1) ltar shall split apart (2) ashes shall be poured out,2,Ki Song,3,True,False,False,False,False,False
1 Kings,16,15,15,"in the twenty-seventh year of Asa, king of Judah, how long had Zimri reigned in Tirzah?",Seven days,1,Ki Song,3,False,False,False,False,False,False
1 Kings,8,4,4,who brought the furnishings from the tabernacle to Solomon's temple?,'The priests and Levites,1,Ki Song,3,False,False,False,False,False,False
1 Kings,18,36,36,"after filling the trench around the altar with water, what time was it when Elijah prayed to the Lord God of Abraham, Isaac and Israel?",'Time of the offering of the evening oulales,1,Ki Song,3,False,False,False,False,False,False
1 Kings,15,27,27,Baasha conspired and killed Nadab at Gibbethon. Who was laying siege to Gibbethon at that time?,Nadab and all Israel,1,Ki Song,3,False,False,False,False,False,False
1 Kings,20,27,27,the children of Israel went up against the Syrian army. How is the Israel encampment described?,Like two little flocks of goats,1,Ki Song,3,False,False,False,False,False,False
1 Kings,22,30,30,what did the king of Israel do before he and Jehoshaphat went into battle?,Disguised himself,1,Ki Song,3,False,False,False,False,False,False
1 Kings,22,10,10,where did the king of Israel and Jehoshaphat each sit on their throne and all the prophets prophesied before them?,(1) ta threshing floor (2) at the entrance of the gate of Samaria,2,Ki Song,3,True,False,False,False,False,False
1 Kings,10,22,22,what did the king's merchant ships that sailed with Hiram''s fleet bring once every three years?,(1) Gold (2) silver (3) ivory (4) apes (5) and monkeys,5,Ki Song,3,False,True,False,False,False,False
1 Kings,21,2,2,what two options did Ahab give to Naboth to obtain Naboth's vineyard?,(1) Exchange for a better vineyard (2) pay for its worth in money,2,Ki Song,3,True,False,False,False,False,False
Ruth,2,22,22,Naomi told Ruth it was good she go out with Boaz' young women. Where did she tell Ruth it was good that people did not meet her?,In any other field,1,Ki Song,3,False,False,False,False,False,False
1 Kings,2,31,32,who were the righteous men that Joab killed unbeknown to David?,bner and Amasa,1,Ki Song,3,False,False,False,False,False,False
Ruth,3,14,14,"at the threshing floor, how long did Ruth lay at Boaz' feet?",Until morning,1,Ki Song,3,False,False,False,False,False,False
1 Kings,13,22,22,"because of the man of God's disobedience, where did the Lord say his corpse shall not come to?",The tomb of your fathers,1,Ki Song,3,False,False,False,False,False,False
1 Kings,11,21,21,Hadad wanted to return to his country when he heard that which two men had died?,David and Joab,1,Ki Song,3,False,False,False,False,False,False
Ruth,3,3,3,at the Dabureb betmUCele)was LGUloe Mic Fo ele) Mm kom ent ce herself known to the man  until he has finished what two things?,Eating and drinking,1,Ki Song,3,False,False,False,False,False,False
1 Kings,1,1,1,"King David was advanced in years, why did they put covers on King David?",He could not get warm,1,Ki Song,3,False,False,False,False,False,False
1 Kings,19,11,12,"when Elijah was standing on the mountain the Lord passed by. What three events happened, and the Lord was not in them?",(1) Great wind (2) earthquake (3) fire,3,Ki Song,3,True,False,False,False,False,False
Ruth,3,18,18,what did Naomi tell Ruth to do until she knew how the matter with Boaz would turn out? Be sj Oe baer,Sit still,1,Ki Song,3,False,False,False,False,False,False
1 Kings,15,11,11,what did Asa do in the eyes of the Lord?,What was right,1,Ki Song,3,False,False,False,False,False,False
Ruth,1,20,20,"when Naomi returned to Bethlehem, she asked not to be called Naomi. What did she wish to be called?",Mara,1,Ki Song,3,False,False,False,False,False,False
1 Kings,14,25,25,"in the fifth year of King Rehoboam's reign, who came up against Jerusalem and where were they from?",(1) Shishak (2) King of Egypt,2,Ki Song,3,True,False,False,False,False,False
1 Kings,6,4,4,"when building the house for the Lord, what kind of frames did Solomon have installed on the house windows?",Beveled,1,Ki Song,3,False,False,False,False,False,False
1 Kings,18,30,30,"on Mount Carmel, after the Baal prophets' failure, Elijah called the people near to him. What did he then do?",Repaired the altar of the Lord,1,Ki Song,3,False,False,False,False,False,False
1 Kings,21,16,16,what did Ahab do when he heard Naboth was a Cerztetg,(1) Got up (2) went down to take possession of the vineyard,2,Ki Song,3,True,False,False,False,False,False
1 Kings,15,15,15,"how are things Asa brought into the house of the Lord described, which he and his father dedicated?",(1) Silver (2) gold (3) utensils,3,Ki Song,3,True,False,False,False,False,False
1 Kings,12,13,13,"Responding to the people's requests, how did Rehoboam answer the people at the end of the three days he asked for?",Roughly,1,Ki Song,3,False,False,False,False,False,False
1 Kings,3,9,9,why did Solomon ask for an understanding heart?,(1) 'To judge the people (2) to discern between good and evil,2,Ki Song,3,True,False,False,False,False,False
1 Kings,6,31,31,in the entrance of the inner sanctuary the lintel and doorposts took up what fraction of the Ve 1 0,One fifth,1,Ki Song,3,False,False,False,False,False,False
1 Kings,16,30,30,"how much evil did Ahab, the son of Omri do?",More than all who were before jabba,1,Ki Song,3,False,False,False,False,False,False
1 Kings,5,9,9,how was Hiram going to get the cedar and cypress logs to Solomon?,His servants bring logs to the sea. Float them in rafts by sea to Solomon,1,Ki Song,3,False,False,False,False,False,False
Ruth,4,14,14,"Following Ruth and Boaz' marriage and the birth of a son, the women told Naomi the Lord did not leave her without what?",close relative,1,Ki Song,3,False,False,False,False,False,False
Ruth,4,4,4,Boaz told the close relative that they were to buy back the piece of land belonging to Elimelech in the presence of whom?,In the presence of the inhabitants and the elders of his  people,1,Ki Song,3,False,False,False,False,False,False
1 Kings,13,13,14,"when the old prophet went after the man of God, where did he find the man of God?",Sitting under an oak,1,Ki Song,3,False,False,False,False,False,False
Ruth,2,1,1,"Besides giving his name, what are the three other ways Boaz is described in this verse?",(1) Relative of Naomi's husband (2) man of great wealth (3) of the family of Elimelech,3,Ki Song,3,True,False,False,False,False,False
Ruth,3,15,15,"at the threshing floor, how much barley did Boaz give to Ruth before she went into the city?",Six ephahs of barley,1,Ki Song,3,False,False,False,False,False,False
1 Kings,11,40,40,where and to whom did Jeroboam flee when Solomon sought to kill him?,(1) Egypt (2) to Shishak,2,Ki Song,3,True,False,False,False,False,False
1 Kings,22,31,31,whom did the king of Syria instruct his captains of chariots to only fight?,The king of Israel,1,Ki Song,3,False,False,False,False,False,False
1 Kings,9,20,21,Solomon got his forced laborers from the descendants of what five groups?,(1) morites (2) Hittites (3) Perizzites (4) Hivites (5) and Jebusites,5,Ki Song,3,False,True,False,False,False,False
1 Kings,7,14,14,Huram was brought by King Solomon from Tyre. What tribe was Huram's widowed mother from?,Naphtali,1,Ki Song,3,False,False,False,False,False,False
1 Kings,9,11,11,"what was the name and title of the person who supplied Solomon with cedar, cypress and gold?",(1) Hiram (2) king of Tyre,2,Ki Song,3,True,False,False,False,False,False
